indice_1,indice_2,codigo_1,codigo_2,establecimiento_1,establecimiento_2,direccion_1,direccion_2,telefono_1,telefono_2,similitud_nombre,similitud_direccion,telefono_igual,campos_diferentes,decision,justificacion
5061,5062,01-08-7692-46,01-08-7693-46,CENTRO EDUCATIVO EFICIENCIA (POR MADUREZ),CENTRO EDUCATIVO EFICIENCIA,ALDEA LO DE COY,ALDEA LO DE COY,,,100.0,100.0,False,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5069,5093,01-08-7781-46,01-08-8248-46,LICEO COMERCIAL TECNOLOGICO EL RODEO,LICEO COMERCIAL TECNOLOGICO EL RODEO,2A. AVE. 4-95 MONTSERRAT I ZONA 4,2A. AV. 4-95 MONTSERRAT I ZONA 4,24378339,24378339,100.0,98.36,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5102,5104,01-08-8405-46,01-08-8407-46,COLEGIO 'REAL ESPAÑOL',COLEGIO 'REAL ESPAÑOL',4A. CALLE 0-05 ZONA 1,4A. CALLE 0-05 ZONA 1,,,100.0,100.0,False,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5112,5126,01-08-8516-46,01-08-8667-46,COLEGIO DE INFORMATICA IMB-PC,COLEGIO DE INFORMATICA IMB-PC,4TA. CALLE 18-50 SECTOR B6 SAN CRISTOBAL ZONA 8,4TA. CALLE 18-50 SECTOR B6 SAN CRISTOBAL ZONA 8 MIXCO,23279500,23279500,100.0,100.0,True,"DISTRITO, DIRECCION, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5117,5119,01-08-8559-46,01-08-8561-46,COLEGIO 'JESUS REY DE GLORIA',COLEGIO 'JESUS REY DE GLORIA',36 AV. 4-10 BOSQUES DE SAN NICOLAS ZONA 4,36 AV. 4-18 BOSQUES DE SAN NICOLAS ZONA 4,,,100.0,97.5,False,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5120,5121,01-08-8572-46,01-08-8573-46,CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA,CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA (POR MADUREZ),"33 CALLE A 12-44, LO DE BRAN ZONA 6 DE MIXCO","33 CALLE ""A"" 12-44, LO DE BRAN ZONA 6 DE MIXCO",24348229,24348229,100.0,97.56,True,"DISTRITO, ESTABLECIMIENTO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5154,5155,01-08-9330-46,01-08-9332-46,LICEO CANADIENSE ROOSEVELT,LICEO CANADIENSE ROOSEVELT,9A. AVENIDA 0-55/0-92 COLONIA ALVARADO ZONA 2,9A. AVENIDA 0-55/0-92 COLONIA ALVARADO ZONA 2,24328801 / 24329098,24328801 / 24329098,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5185,5186,01-09-0006-46,01-09-0007-46,CENTRO EDUCATIVO SAN PEDRO APOSTOL,CENTRO EDUCATIVO SAN PEDRO APOSTOL,3A. CALLE 1-30 ZONA 2,3A. CALLE 1-30 ZONA 2,66297127,66297127,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5209,5281,01-10-0069-46,01-10-0317-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA CARRANZA,MANZANA G LOTE 21 SECTOR II COLONIA VILLA VERDE SAN JUAN SACATEPÉQUEZ,"LOTE 3, MANZANA 1, SECTOR G, COLONIA LA BENDICION DE DIOS, ALDEA LO DE CARRANZA SAN JUAN SACATEPÉQUEZ",54133448,66401299,100.0,85.0,False,"DISTRITO, ESTABLECIMIENTO, DIRECCION, TELEFONO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5210,5238,01-10-0075-46,01-10-0186-46,COLEGIO CRISTIANO SECRETARIAL LA LUZ,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"LOTE 3 MANZANA M, LINDA VISTA I, CIUDAD QUETZAL",LOTE 3 MANZANA M COLONIA LINDA VISTA 1 CIUDAD QUETZAL,58427096,41197893,100.0,97.73,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5211,5250,01-10-0078-46,01-10-0220-46,COLEGIO INTELIGENCIAS MULTIPLES,COLEGIO INTELIGENCIAS MULTIPLES,"7A. AVENIDA 7-13, ZONA 1",7A. AVENIDA 7-13 ZONA 1,66695040,66695040,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5226,5320,01-10-0136-46,01-10-9545-46,CENTRO DE COMPUTACION CEI-PC,CENTRO DE COMPUTACION CEI-PC,LOTE 19 MANZANA A LINDA VISTA I CIUDAD QUETZAL,"LOTE 19, MANZANA A , LINDA VISTA I",66647624,58662894,100.0,100.0,False,"DISTRITO, DIRECCION, TELEFONO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5230,5243,01-10-0153-46,01-10-0200-46,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDEN,LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDÉN,55161162,55161162,100.0,100.0,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5261,5286,01-10-0258-46,01-10-0329-46,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),"ALDEA COMUNIDAD DE RUIZ KM. 36.5, CARRETERA A SAN RAYMUNDO.",ALDEA COMUNIDAD DE RUIZ KM. 36.5 CARRETERA A SAN RAYMUNDO,47395508,47395508,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5264,5265,01-10-0275-46,01-10-0278-46,COLEGIO TECNOLOGICO GUATEMALTECO EDU,COLEGIO TECNOLOGICO GUATEMALTECO EDU,8A. AVENIDA 8-05 ZONA 1,8A. AVENIDA 8-05 ZONA 1,57556885,57556885,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5266,5271,01-10-0279-46,01-10-0292-46,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,LOTE 14 MANZANA 61 VILLAS DEL QUETZAL,LOTE 14 MANZANA 61 VILLAS DEL QUETZAL,46439849,46439849,100.0,100.0,True,"DISTRITO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5269,5270,01-10-0286-46,01-10-0287-46,CENTRO DE COMPUTACIÓN CEI-PC LINDA VISTA,CENTRO DE COMPUTACIÓN CEI-PC LINDA VISTA,"LOTE 19 MANZANA A, LINDA VISTA I","LOTE 19 MANZANA A, LINDA VISTA I",66647624,66647624,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5315,5316,01-10-9036-46,01-10-9037-46,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL (MADUREZ),INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL,LOTIFICACION LAS FUENTES CIUDAD QUETZAL,LOTIFICACION LAS FUENTES CIUDAD QUETZAL,55137300,55137300,100.0,100.0,True,"DISTRITO, ESTABLECIMIENTO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5336,5337,01-11-0061-46,01-11-0062-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA LLANO DE LA VIRGEN,ALDEA ESTANCIA DE LA VIRGEN,,,100.0,85.71,False,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5339,5340,01-11-0064-46,01-11-0065-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA LA CIÉNAGA,ALDEA LA CIÉNAGA ALDEA,,,100.0,100.0,False,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5341,5346,01-11-2679-46,01-11-9566-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,ESCUELA NACIONAL DE FORMACION SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES,5A. CALLE FINAL 7-80 ZONA 2,5A. CALLE FINAL 7-80 ZONA 2 SAN RAYMUNDO,30732788,55688282,100.0,100.0,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5358,5394,01-13-0036-46,01-13-0138-46,LICEO MIXTO MONTE HOREB,LICEO MIXTO MONTE HOREB,2A. AVENIDA 9-75 ZONA 1,"2A. AVENIDA 9-75, ZONA 1",44510574,66272426,100.0,100.0,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5360,5361,01-13-0041-46,01-13-0042-46,COLEGIO CLUB SOCIAL Y DEPORTIVO MUNICIPAL,COLEGIO CLUB SOCIAL Y DEPORTIVO MUNICIPAL,1A. AVENIDA 2-150 ZONA 1,1A. AVENIDA 2-150 ZONA 1,66379900,66379900,100.0,100.0,True,"DISTRITO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5372,5373,01-13-0081-46,01-13-0082-46,LICEO MIXTO MONTE HOREB,LICEO MIXTO MONTE HOREB,2A. AVENIDA 9-75 ZONA 1 ALDEA EL PAJÓN,2A. AVENIDA 9-75 ZONA 1,66272426,66272426,100.0,100.0,True,"DISTRITO, DIRECCION, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5372,5395,01-13-0081-46,01-13-0139-46,LICEO MIXTO MONTE HOREB,LICEO MIXTO MONTE HOREB,2A. AVENIDA 9-75 ZONA 1 ALDEA EL PAJÓN,"2A. AVENIDA 9-75, ZONA 1 ALDEA EL PAJÓN",66272426,66272426,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5373,5395,01-13-0082-46,01-13-0139-46,LICEO MIXTO MONTE HOREB,LICEO MIXTO MONTE HOREB,2A. AVENIDA 9-75 ZONA 1,"2A. AVENIDA 9-75, ZONA 1 ALDEA EL PAJÓN",66272426,66272426,100.0,100.0,True,"DISTRITO, DIRECCION, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5381,5383,01-13-0100-46,01-13-0104-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,1ERA. AV. 7-46 ZONA 2 GUATEMALA,1A. AVENIDA 7-46 ZONA 2 GUATEMALA,66378213,66378213,100.0,88.52,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5391,5397,01-13-0131-46,01-13-0147-46,CENTRO EDUCATIVO LOS VERDES,CENTRO EDUCATIVO LOS VERDES,2A. AVENIDA 2-65 ZONA 2 ALDEA LOS VERDES,2A. AVENIDA 2-65 ZONA 2 ALDEA LOS VERDES,32459213,41020280,100.0,100.0,False,"DISTRITO, TELEFONO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5410,5412,01-13-9526-46,01-13-9528-46,INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMBIO INTEGRAL,INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ GENESIS,KM. 21.5 CARRETERA A EL SALVADOR FINCA PAVON,KM. 21.5 CARRETERA A EL SALVADOR FINCA PAVON,24106060,53124187,94.12,100.0,False,"ESTABLECIMIENTO, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5419,5420,01-14-0016-46,01-14-0018-46,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI,"2A. AVENIDA, 12-44 CANTON SAN ANTONIO","2A. AVENIDA, 12-44 CANTON SAN ANTONIO",,,100.0,100.0,False,"DISTRITO, ESTABLECIMIENTO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5424,5425,01-14-0050-46,01-14-0052-46,COLEGIO PEDAGOGICO INTEGRAL ALBORADA,COLEGIO PEDAGOGICO INTEGRAL ALBORADA,"4A. AVENIDA 10-57, CANTON EL ROSARIO","4A AVENIDA 10-57, CANTON EL ROSARIO",66336268,66336268,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5428,5478,01-14-0058-46,01-14-0189-46,COLEGIO MIXTO CULTURA,COLEGIO MIXTO CULTURA,4A. AVENIDA 5-34,4A. AVENIDA 5-34,66332838,66332838,100.0,100.0,True,"DISTRITO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5437,5438,01-14-0082-46,01-14-0083-46,LICEO MIXTO AMATITLANECO,LICEO MIXTO AMATITLANECO,"5A. CALLE, 3-73, BARRIO LA CRUZ","5A. CALLE, 3-73, BARRIO LA CRUZ",66335043,66335043,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5447,5457,01-14-0115-46,01-14-0141-46,"LICEO MIXTO CRISTIANO ""JIREH""","LICEO MIXTO CRISTIANO ""JIREH""","3ERA. AVENIDA 2-45, COLONIA VILLA ALBORADA","3A. AVENIDA 2-45, COLONIA VILLA ALBORADA",66332946,66690302,100.0,97.44,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5492,5494,01-14-0213-46,01-14-0219-46,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,1RA Y 2DA CALLE LOTE 33 A COLONIA SAN JUAN BAUTISTA II AMATITLAN,1RA Y 2DA CALLE LOTE 33 A COLONIA SAN JUAN BAUTISTA II AMATITLAN BARRIO,66353994,66353994,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5516,5520,01-14-6830-46,01-14-7163-46,LICEO CRISTIANO BETH SHALOM,LICEO CRISTIANO BETH SHALOM,CALZADA ASIOLE 10-55,CALZADA ASIOLE 10-55,41548250,66334501,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5536,5537,01-14-8507-46,01-14-8508-46,CENTRO DE FORMACION INTEGRAL 'CENFIN',CENTRO DE FORMACION INTEGRAL 'CENFIN' (POR MADUREZ),"8A. AVENIDA Y 2A. CALLE LOTE 83 COLONIA SAN JOSE, BARRIO SAN LORENZO","8A. AVENIDA Y 2A. CALLE LOTE 83 COLONIA SAN JOSE, BARRIO SAN LORENZO",66332463,66332463,100.0,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5556,5557,01-14-9722-46,01-14-9724-46,INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO,INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO,9A. CALLE 4-74 BARRIO EL ROSARIO,9A. CALLE 4-74 BARRIO EL ROSARIO,66333001,66333001,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5564,5617,01-15-0019-46,01-15-0222-46,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,2A CALLE 2-43 ZONA 1,2 CALLE 2-43 ZONA 1,66279367,66364010,100.0,97.44,False,"DISTRITO, DIRECCION, TELEFONO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5584,5976,01-15-0126-46,01-15-9074-46,COLEGIO LUIS REY,COLEGIO LUIS REY,"9A. CALLE 17-48 ZONA 6, PLANES DE EL FRUTAL",9A. CALLE 17-48 ZONA 6 PLANES DEL FRUTAL,66364525,66596063 / 66357276,100.0,97.5,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
5596,5940,01-15-0168-46,01-15-8300-46,INSTITUTO MIXTO PRIVADO JUAN GERARDI,INSTITUTO MIXTO PRIVADO JUAN GERARDI,"2A. AVENIDA 1-29 COLONIA BETANCOURT, ZONA 4",2A. AV. 1-29 COLONIA BETANCOURT ZONA 4,66310390,66310390,100.0,95.65,True,"DISTRITO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
